Type,Subject,Skill,Taught in year,Level (1-5),Item,Question or text,Choices,Correct answer,Explanation,Reviewer: OK? (Y/N),Reviewer: notes
Question (generated example),maths,Long Multiplication & Division,6,1,long-multiplication-division:452 × 2 = ?,452 × 2 = ?,,904,"Multiply each digit of 452 by 2, carrying as you go: 452 × 2 = 904.",,
Question (generated example),maths,Long Multiplication & Division,6,1,long-multiplication-division:604 × 8 = ?,604 × 8 = ?,,4832,"Multiply each digit of 604 by 8, carrying as you go: 604 × 8 = 4832.",,
Question (generated example),maths,Long Multiplication & Division,6,2,long-multiplication-division:95 × 14 = ?,95 × 14 = ?,,1330,"Split 14 into 10 and 4: 95 × 10 = 950, 95 × 4 = 380. Add them: 950 + 380 = 1330.",,
Question (generated example),maths,Long Multiplication & Division,6,2,long-multiplication-division:51 × 27 = ?,51 × 27 = ?,,1377,"Split 27 into 20 and 7: 51 × 20 = 1020, 51 × 7 = 357. Add them: 1020 + 357 = 1377.",,
Question (generated example),maths,Long Multiplication & Division,6,2,long-multiplication-division:15 × 36 = ?,15 × 36 = ?,,540,"Split 36 into 30 and 6: 15 × 30 = 450, 15 × 6 = 90. Add them: 450 + 90 = 540.",,
Question (generated example),maths,Long Multiplication & Division,6,3,long-multiplication-division:860 × 73 = ?,860 × 73 = ?,,62780,"Split 73 into 70 and 3: 860 × 70 = 60200, 860 × 3 = 2580. Add them: 60200 + 2580 = 62780.",,
Question (generated example),maths,Long Multiplication & Division,6,3,long-multiplication-division:428 × 48 = ?,428 × 48 = ?,,20544,"Split 48 into 40 and 8: 428 × 40 = 17120, 428 × 8 = 3424. Add them: 17120 + 3424 = 20544.",,
Question (generated example),maths,Long Multiplication & Division,6,3,long-multiplication-division:228 × 96 = ?,228 × 96 = ?,,21888,"Split 96 into 90 and 6: 228 × 90 = 20520, 228 × 6 = 1368. Add them: 20520 + 1368 = 21888.",,
Question (generated example),maths,Long Multiplication & Division,6,4,long-multiplication-division:1650 ÷ 3 = ?,1650 ÷ 3 = ?,,550,"Work through 1650 from the left, dividing by 3 each time. Check: 550 × 3 = 1650.",,
Question (generated example),maths,Long Multiplication & Division,6,4,long-multiplication-division:3224 ÷ 8 = ?,3224 ÷ 8 = ?,,403,"Work through 3224 from the left, dividing by 8 each time. Check: 403 × 8 = 3224.",,
Question (generated example),maths,Long Multiplication & Division,6,4,long-multiplication-division:814 ÷ 22 = ?,814 ÷ 22 = ?,,37,"Work through 814 from the left, dividing by 22 each time. Check: 37 × 22 = 814.",,
Question (generated example),maths,Long Multiplication & Division,6,5,long-multiplication-division:6789 × 64 = ?,6789 × 64 = ?,,434496,"Split 64 into 60 and 4: 6789 × 60 = 407340, 6789 × 4 = 27156. Add them: 407340 + 27156 = 434496.",,
Question (generated example),maths,Long Multiplication & Division,6,5,long-multiplication-division:7138 × 51 = ?,7138 × 51 = ?,,364038,"Split 51 into 50 and 1: 7138 × 50 = 356900, 7138 × 1 = 7138. Add them: 356900 + 7138 = 364038.",,
Question (generated example),maths,Long Multiplication & Division,6,5,long-multiplication-division:6865 × 58 = ?,6865 × 58 = ?,,398170,"Split 58 into 50 and 8: 6865 × 50 = 343250, 6865 × 8 = 54920. Add them: 343250 + 54920 = 398170.",,
Question (generated example),maths,Fractions (Year 6),6,1,fractions-y6:Write 12/42 in its simplest form.,Write 12/42 in its simplest form.,,2/7,The highest common factor of 12 and 42 is 6. Divide both by 6: 2/7.,,
Question (generated example),maths,Fractions (Year 6),6,1,fractions-y6:Write 3/33 in its simplest form.,Write 3/33 in its simplest form.,,1/11,The highest common factor of 3 and 33 is 3. Divide both by 3: 1/11.,,
Question (generated example),maths,Fractions (Year 6),6,1,fractions-y6:Write 2/12 in its simplest form.,Write 2/12 in its simplest form.,,1/6,The highest common factor of 2 and 12 is 2. Divide both by 2: 1/6.,,
Question (generated example),maths,Fractions (Year 6),6,2,fractions-y6:1/3 + 7/9 = ?,1/3 + 7/9 = ?,,1 1/9,Make the denominators the same: 1/3 = 3/9. Then 3/9 + 7/9 = 10/9 = 1 1/9.,,
Question (generated example),maths,Fractions (Year 6),6,2,fractions-y6:2/3 + 2/6 = ?,2/3 + 2/6 = ?,,1,Make the denominators the same: 2/3 = 4/6. Then 4/6 + 2/6 = 6/6 = 1.,,
Question (generated example),maths,Fractions (Year 6),6,2,fractions-y6:1/4 + 5/12 = ?,1/4 + 5/12 = ?,,2/3,Make the denominators the same: 1/4 = 3/12. Then 3/12 + 5/12 = 8/12 = 2/3.,,
Question (generated example),maths,Fractions (Year 6),6,3,fractions-y6:3/4 − 2/3 = ?,3/4 − 2/3 = ?,,1/12,Use a common denominator of 12: 9/12 − 8/12 = 1/12.,,
Question (generated example),maths,Fractions (Year 6),6,3,fractions-y6:3/4 + 1/3 = ?,3/4 + 1/3 = ?,,1 1/12,Use a common denominator of 12: 9/12 + 4/12 = 13/12 = 1 1/12.,,
Question (generated example),maths,Fractions (Year 6),6,3,fractions-y6:2/5 − 1/4 = ?,2/5 − 1/4 = ?,,3/20,Use a common denominator of 20: 8/20 − 5/20 = 3/20.,,
Question (generated example),maths,Fractions (Year 6),6,4,fractions-y6:5/6 × 2/5 = ?  Give your answer in its simplest form.,5/6 × 2/5 = ?  Give your answer in its simplest form.,,1/3,"Multiply the tops and the bottoms: 10/30, which simplifies to 1/3.",,
Question (generated example),maths,Fractions (Year 6),6,4,fractions-y6:1/2 × 1/4 = ?  Give your answer in its simplest form.,1/2 × 1/4 = ?  Give your answer in its simplest form.,,1/8,Multiply the tops and the bottoms: 1/8.,,
Question (generated example),maths,Fractions (Year 6),6,4,fractions-y6:1/3 × 4/6 = ?  Give your answer in its simplest form.,1/3 × 4/6 = ?  Give your answer in its simplest form.,,2/9,"Multiply the tops and the bottoms: 4/18, which simplifies to 2/9.",,
Question (generated example),maths,Fractions (Year 6),6,5,fractions-y6:1 2/3 + 3 2/4 = ?,1 2/3 + 3 2/4 = ?,,5 1/6,Add the whole numbers: 1 + 3 = 4. Add the fractions using 12 as the denominator: 8/12 + 6/12 = 14/12. Total: 5 1/6.,,
Question (generated example),maths,Fractions (Year 6),6,5,fractions-y6:1 1/2 + 3 2/4 = ?,1 1/2 + 3 2/4 = ?,,5,Add the whole numbers: 1 + 3 = 4. Add the fractions using 4 as the denominator: 2/4 + 2/4 = 4/4. Total: 5.,,
Question (generated example),maths,Fractions (Year 6),6,5,fractions-y6:3 2/3 + 2 1/6 = ?,3 2/3 + 2 1/6 = ?,,5 5/6,Add the whole numbers: 3 + 2 = 5. Add the fractions using 6 as the denominator: 4/6 + 1/6 = 5/6. Total: 5 5/6.,,
Question (generated example),maths,Decimals & Percentages,6,1,decimals-percentages:Write 3/4 as a percentage.,Write 3/4 as a percentage.,,75%,"Per cent means ""out of 100"". 3/4 = 75/100 = 75%.",,
Question (generated example),maths,Decimals & Percentages,6,1,decimals-percentages:Write 3/4 as a decimal.,Write 3/4 as a decimal.,,0.75,3/4 = 75/100 = 0.75.,,
Question (generated example),maths,Decimals & Percentages,6,1,decimals-percentages:Write 1/4 as a percentage.,Write 1/4 as a percentage.,,25%,"Per cent means ""out of 100"". 1/4 = 25/100 = 25%.",,
Question (generated example),maths,Decimals & Percentages,6,2,decimals-percentages:0.76 × 1000 = ?,0.76 × 1000 = ?,,760,Multiplying by 1000 moves each digit 3 places to the left: 760.,,
Question (generated example),maths,Decimals & Percentages,6,2,decimals-percentages:912 ÷ 1000 = ?,912 ÷ 1000 = ?,,0.912,Dividing by 1000 moves each digit 3 places to the right: 0.912.,,
Question (generated example),maths,Decimals & Percentages,6,2,decimals-percentages:3.44 × 100 = ?,3.44 × 100 = ?,,344,Multiplying by 100 moves each digit 2 places to the left: 344.,,
Question (generated example),maths,Decimals & Percentages,6,3,decimals-percentages:What is 75% of 160?,What is 75% of 160?,,120,"To find 75%, find 25% (÷ 4) and multiply by 3: 75% of 160 = 120.",,
Question (generated example),maths,Decimals & Percentages,6,3,decimals-percentages:What is 10% of 60?,What is 10% of 60?,,6,"To find 10%, divide by 10: 10% of 60 = 6.",,
Question (generated example),maths,Decimals & Percentages,6,3,decimals-percentages:What is 20% of 140?,What is 20% of 140?,,28,"To find 20%, find 10% (÷ 10) and double it: 20% of 140 = 28.",,
Question (generated example),maths,Decimals & Percentages,6,4,decimals-percentages:What is 35% of 160?,What is 35% of 160?,,56,10% of 160 is 16 and 5% is 8. Build 35% from those: 35% of 160 = 56.,,
Question (generated example),maths,Decimals & Percentages,6,4,decimals-percentages:What is 85% of 360?,What is 85% of 360?,,306,10% of 360 is 36 and 5% is 18. Build 85% from those: 85% of 360 = 306.,,
Question (generated example),maths,Decimals & Percentages,6,4,decimals-percentages:What is 30% of 120?,What is 30% of 120?,,36,10% of 120 is 12 and 5% is 6. Build 30% from those: 30% of 120 = 36.,,
Question (generated example),maths,Decimals & Percentages,6,5,decimals-percentages:6.86 × 8 = ?,6.86 × 8 = ?,,54.88,"Work out 686 × 8 = 5488, then put the 2 decimal places back: 54.88.",,
Question (generated example),maths,Decimals & Percentages,6,5,decimals-percentages:8.08 × 4 = ?,8.08 × 4 = ?,,32.32,"Work out 808 × 4 = 3232, then put the 2 decimal places back: 32.32.",,
Question (generated example),maths,Decimals & Percentages,6,5,decimals-percentages:8.89 × 9 = ?,8.89 × 9 = ?,,80.01,"Work out 889 × 9 = 8001, then put the 2 decimal places back: 80.01.",,
Question (generated example),maths,Algebra,6,1,algebra:n + 3 = 37. What is n?,n + 3 = 37. What is n?,,34,Undo the + 3: 37 − 3 = 34.,,
Question (generated example),maths,Algebra,6,1,algebra:n + 38 = 98. What is n?,n + 38 = 98. What is n?,,60,Undo the + 38: 98 − 38 = 60.,,
Question (generated example),maths,Algebra,6,1,algebra:n + 19 = 72. What is n?,n + 19 = 72. What is n?,,53,Undo the + 19: 72 − 19 = 53.,,
Question (generated example),maths,Algebra,6,2,algebra:3n = 18. What is n?,3n = 18. What is n?,,6,3n means 3 × n. Undo it: 18 ÷ 3 = 6.,,
Question (generated example),maths,Algebra,6,2,algebra:9n = 54. What is n?,9n = 54. What is n?,,6,9n means 9 × n. Undo it: 54 ÷ 9 = 6.,,
Question (generated example),maths,Algebra,6,2,algebra:6n = 60. What is n?,6n = 60. What is n?,,10,6n means 6 × n. Undo it: 60 ÷ 6 = 10.,,
Question (generated example),maths,Algebra,6,3,algebra:7n + 10 = 59. What is n?,7n + 10 = 59. What is n?,,7,Subtract 10: 7n = 49. Divide by 7: n = 7.,,
Question (generated example),maths,Algebra,6,3,algebra:9n + 15 = 69. What is n?,9n + 15 = 69. What is n?,,6,Subtract 15: 9n = 54. Divide by 9: n = 6.,,
Question (generated example),maths,Algebra,6,3,algebra:6n + 9 = 81. What is n?,6n + 9 = 81. What is n?,,12,Subtract 9: 6n = 72. Divide by 6: n = 12.,,
Question (generated example),maths,Algebra,6,4,algebra:Tickets cost C = 7n + 2 pounds for n people. What is C when n = 7?,Tickets cost C = 7n + 2 pounds for n people. What is C when n = 7?,,51,C = 7 × 7 + 2 = 49 + 2 = 51.,,
Question (generated example),maths,Algebra,6,4,algebra:Tickets cost C = 4n + 7 pounds for n people. What is C when n = 8?,Tickets cost C = 4n + 7 pounds for n people. What is C when n = 8?,,39,C = 4 × 8 + 7 = 32 + 7 = 39.,,
Question (generated example),maths,Algebra,6,4,algebra:Tickets cost C = 7n + 5 pounds for n people. What is C when n = 10?,Tickets cost C = 7n + 5 pounds for n people. What is C when n = 10?,,75,C = 7 × 10 + 5 = 70 + 5 = 75.,,
Question (generated example),maths,Algebra,6,5,algebra:6n − 31 = 35. What is n?,6n − 31 = 35. What is n?,,11,Add 31: 6n = 66. Divide by 6: n = 11.,,
Question (generated example),maths,Algebra,6,5,"algebra:A sequence goes 17, 21, 25, 29, … What is the 20th term?","A sequence goes 17, 21, 25, 29, … What is the 20th term?",,93,It goes up by 4 each time. The 20th term is 19 steps after the first: 17 + 19 × 4 = 93.,,
Question (generated example),maths,Algebra,6,5,"algebra:A sequence goes 18, 20, 22, 24, … What is the 20th term?","A sequence goes 18, 20, 22, 24, … What is the 20th term?",,56,It goes up by 2 each time. The 20th term is 19 steps after the first: 18 + 19 × 2 = 56.,,
Question (generated example),maths,"Angles, Area & Averages",6,1,"geometry-statistics:Two angles sit on a straight line. One is 62°. What is the other, in degrees?","Two angles sit on a straight line. One is 62°. What is the other, in degrees?",,118,Angles on a straight line add up to 180°: 180 − 62 = 118°.,,
Question (generated example),maths,"Angles, Area & Averages",6,1,"geometry-statistics:Two angles sit on a straight line. One is 89°. What is the other, in degrees?","Two angles sit on a straight line. One is 89°. What is the other, in degrees?",,91,Angles on a straight line add up to 180°: 180 − 89 = 91°.,,
Question (generated example),maths,"Angles, Area & Averages",6,1,"geometry-statistics:Two angles sit on a straight line. One is 98°. What is the other, in degrees?","Two angles sit on a straight line. One is 98°. What is the other, in degrees?",,82,Angles on a straight line add up to 180°: 180 − 98 = 82°.,,
Question (generated example),maths,"Angles, Area & Averages",6,2,"geometry-statistics:A triangle has angles of 87° and 55°. What is the third angle, in degrees?","A triangle has angles of 87° and 55°. What is the third angle, in degrees?",,38,Angles in a triangle add up to 180°: 180 − 87 − 55 = 38°.,,
Question (generated example),maths,"Angles, Area & Averages",6,2,"geometry-statistics:A triangle has angles of 22° and 123°. What is the third angle, in degrees?","A triangle has angles of 22° and 123°. What is the third angle, in degrees?",,35,Angles in a triangle add up to 180°: 180 − 22 − 123 = 35°.,,
Question (generated example),maths,"Angles, Area & Averages",6,2,"geometry-statistics:A triangle has angles of 94° and 36°. What is the third angle, in degrees?","A triangle has angles of 94° and 36°. What is the third angle, in degrees?",,50,Angles in a triangle add up to 180°: 180 − 94 − 36 = 50°.,,
Question (generated example),maths,"Angles, Area & Averages",6,3,geometry-statistics:A triangle has a base of 8 cm and a perpendicular height of 5 cm. What is its area in cm²?,A triangle has a base of 8 cm and a perpendicular height of 5 cm. What is its area in cm²?,,20,Area of a triangle = ½ × base × height = ½ × 8 × 5 = 20 cm².,,
Question (generated example),maths,"Angles, Area & Averages",6,3,geometry-statistics:A triangle has a base of 16 cm and a perpendicular height of 17 cm. What is its area in cm²?,A triangle has a base of 16 cm and a perpendicular height of 17 cm. What is its area in cm²?,,136,Area of a triangle = ½ × base × height = ½ × 16 × 17 = 136 cm².,,
Question (generated example),maths,"Angles, Area & Averages",6,3,"geometry-statistics:A circle has a radius of 13 cm. What is its diameter, in cm?","A circle has a radius of 13 cm. What is its diameter, in cm?",,26,The diameter is twice the radius: 2 × 13 = 26 cm.,,
Question (generated example),maths,"Angles, Area & Averages",6,4,geometry-statistics:A parallelogram has a base of 3 cm and a perpendicular height of 3 cm. What is its area in cm²?,A parallelogram has a base of 3 cm and a perpendicular height of 3 cm. What is its area in cm²?,,9,Area of a parallelogram = base × height = 3 × 3 = 9 cm².,,
Question (generated example),maths,"Angles, Area & Averages",6,4,geometry-statistics:A parallelogram has a base of 14 cm and a perpendicular height of 3 cm. What is its area in cm²?,A parallelogram has a base of 14 cm and a perpendicular height of 3 cm. What is its area in cm²?,,42,Area of a parallelogram = base × height = 14 × 3 = 42 cm².,,
Question (generated example),maths,"Angles, Area & Averages",6,4,"geometry-statistics:What is the mean of 7, 15, 9, 25?","What is the mean of 7, 15, 9, 25?",,14,Add them up: 7 + 15 + 9 + 25 = 56. Divide by how many there are (4): 56 ÷ 4 = 14.,,
Question (generated example),maths,"Angles, Area & Averages",6,5,"geometry-statistics:A quadrilateral has angles of 124°, 100° and 74°. What is the fourth angle, in degrees?","A quadrilateral has angles of 124°, 100° and 74°. What is the fourth angle, in degrees?",,62,Angles in a quadrilateral add up to 360°: 360 − 124 − 100 − 74 = 62°.,,
Question (generated example),maths,"Angles, Area & Averages",6,5,"geometry-statistics:What is the mean of 36, 32, 35, 27, 110?","What is the mean of 36, 32, 35, 27, 110?",,48,Add them up: 36 + 32 + 35 + 27 + 110 = 240. Divide by how many there are (5): 240 ÷ 5 = 48.,,
Question (generated example),maths,"Angles, Area & Averages",6,5,"geometry-statistics:What is the size of each interior angle of a regular dodecagon (12 sides), in degrees?","What is the size of each interior angle of a regular dodecagon (12 sides), in degrees?",,150,The interior angles of a 12-sided shape add up to (12 − 2) × 180 = 1800°. Shared equally: 1800 ÷ 12 = 150°.,,
